
"RTB Lookup rate (ops/sec) - arm_32_sft1_h10.txt"

"Memory Latency: 085,106 Distribution: Uniform"
"Load Factor / Hit Rate", hit 10%
0.10, 5090270.086178
0.20, 5001694.112632
0.30, 4871727.306215
0.40, 4661787.520678
0.50, 4348689.803440
0.60, 3898320.826146
0.70, 3224385.910478
0.80, 2249926.765677
0.90, 1103132.890814

"Memory Latency: 085,106 Distribution: Zipf=0.99"
"Load Factor / Hit Rate", hit 10%
0.10, 6411250.853379
0.20, 6177380.349261
0.30, 5963023.366159
0.40, 5712796.514256
0.50, 5360550.834605
0.60, 4841915.764187
0.70, 4071290.456723
0.80, 2843083.564507
0.90, 1379170.718694

"Memory Latency: 200,400 Distribution: Uniform"
"Load Factor / Hit Rate", hit 10%
0.10, 3202817.551133
0.20, 3156270.015083
0.30, 3073767.857397
0.40, 2929139.055634
0.50, 2706106.574421
0.60, 2374798.788451
0.70, 1896927.298304
0.80, 1254350.119770
0.90, 579320.066163

"Memory Latency: 200,400 Distribution: Zipf=0.99"
"Load Factor / Hit Rate", hit 10%
0.10, 4467027.538994
0.20, 4283332.099407
0.30, 4109272.342153
0.40, 3912391.591894
0.50, 3622803.445391
0.60, 3191583.312030
0.70, 2569311.712011
0.80, 1680975.085737
0.90, 754913.416979
