
"RTB Lookup rate (ops/sec) - arm_32_acc1_h10.txt"

"Memory Latency: 085,106 Distribution: Uniform"
"Load Factor / Hit Rate", hit 10%
0.10, 64270516.731826
0.20, 59222452.864250
0.30, 50030833.375179
0.40, 43144674.021188
0.50, 35755109.445305
0.60, 32087312.726234
0.70, 23602538.978926
0.80, 15831854.184012
0.90, 9127660.943914

"Memory Latency: 085,106 Distribution: Zipf=0.99"
"Load Factor / Hit Rate", hit 10%
0.10, 64464750.930302
0.20, 59269335.001547
0.30, 50047837.056246
0.40, 43133077.592936
0.50, 35755169.423460
0.60, 32090504.733475
0.70, 23604948.509900
0.80, 15834999.176972
0.90, 9127853.835087

"Memory Latency: 200,400 Distribution: Uniform"
"Load Factor / Hit Rate", hit 10%
0.10, 30094260.307555
0.20, 28853226.336035
0.30, 26597899.043420
0.40, 24668196.689362
0.50, 22222034.967172
0.60, 20817589.936444
0.70, 17168867.505442
0.80, 12863742.286117
0.90, 8232745.468123

"Memory Latency: 200,400 Distribution: Zipf=0.99"
"Load Factor / Hit Rate", hit 10%
0.10, 30564033.731334
0.20, 29445125.597678
0.30, 26597967.851099
0.40, 24699129.343800
0.50, 22450277.765298
0.60, 20747394.063639
0.70, 17342369.059572
0.80, 12915798.567073
0.90, 8233941.765231
