
PageRank Run Time (seconds) - Stock Algorithm
Queue Delay / Link Delay, 24
0, 5.28695
20, 6.53007
40, 7.76785

PageRank Run Time (seconds) - View Buffer Algorithm
Queue Delay / Link Delay, 24
0, 4.27209
20, 5.14142
40, 6.01409

PageRank Speedup
ST_RUN/VB_RUN
Queue Delay / Link Delay, 24
0, 1.23755585673523
20, 1.27009075313824
40, 1.29160853928026

PageRank Speedup Upper Bound
ST_RUN/(VB_OPERATION+VB_CACHE)
Queue Delay / Link Delay, 24
0, 2.32963373246369
20, 2.45630882805985
40, 2.54854902475434

PageRank CPU Data Transferred (bytes) - Stock Algorithm
Average, 7859679808

PageRank CPU Data Transferred (bytes) - View Buffer Algorithm
Average, 3190590933

PageRank Energy (Joules) - Stock Algorithm, Narrow and HMC
Queue Delay / Link Delay, 24
0, 1.8676857754368
20, 1.8675176534784
40, 1.8671763382272
Average, 1.8674599223808

PageRank Energy (Joules) - View Buffer Algorithm, Narrow Access Memory
Queue Delay / Link Delay, 24
0, 0.8279766290432
20, 0.8281370717696
40, 0.8276592486656
Average, 0.8279243164928

PageRank Energy (Joules) - View Buffer Algorithm, HMC
Queue Delay / Link Delay, 24
0, 1.2504380900224
20, 1.2505985327488
40, 1.2501207096448
Average, 1.250385777472
