
SpMV Run Time (seconds) - Stock Algorithm
Queue Delay / Link Delay, 24
20, 0.399681

SpMV Run Time (seconds) - View Buffer Algorithm
Queue Delay / Link Delay, 24
20, 0.451082

SpMV Speedup
ST_RUN/VB_RUN
Queue Delay / Link Delay, 24
20, 0.886049543098594

SpMV Speedup Upper Bound
ST_RUN/(VB_OPERATION+VB_CACHE)
Queue Delay / Link Delay, 24
20, 1.70830857870689

SpMV CPU Data Transferred (bytes) - Stock Algorithm
Average, 461751904

SpMV CPU Data Transferred (bytes) - View Buffer Algorithm
Average, 152891456

SpMV Energy (Joules) - Stock Algorithm, Narrow and HMC
Queue Delay / Link Delay, 24
20, 0.1097122523904
Average, 0.1097122523904

SpMV Energy (Joules) - View Buffer Algorithm, Narrow Access Memory
Queue Delay / Link Delay, 24
20, 0.0639926416128
Average, 0.0639926416128

SpMV Energy (Joules) - View Buffer Algorithm, HMC
Queue Delay / Link Delay, 24
20, 0.1359232799744
Average, 0.1359232799744
